Village_ID,Village_Name,District,State,Latitude,Longitude,Population,Male_Population,Female_Population,Elderly_Population,Child_Population,Hospital_Name,Facility_Type,Doctors_Count,Nurses_Count,Beds_Available,Emergency_Service,Distance_to_Hospital_km,Average_Travel_Time_min,Road_Connectivity,Ambulance_Availability,Accessibility_Score,Healthcare_Risk_Level,Doctor_Shortage_Flag,Underserved_Area_Flag,Monthly_Patient_Count,road_speed_kmph,risk_norm,Emergency_Service_bin,Ambulance_Availability_bin,Doctor_Shortage_Flag_bin,Underserved_Area_Flag_bin,need_score,Latitude_orig,Longitude_orig
V00098,Village_1841,Jodhpur,Rajasthan,26.673407220221947,72.1137214843035,20620,10293,10327,1787,6239,Jodhpur_Health_Center,PHC,16,6,298,No,56.94,132.65,Good,No,40,High,No,No,1770,40.0,1.0,0,0,0,0,0.8055,21.769023,78.607362
V00099,Village_2020,Gwalior,Madhya Pradesh,26.046980920609265,77.91376157414942,24626,11956,12670,1588,5793,Gwalior_Medical_Center,CHC,34,50,165,No,57.44,194.09,Poor,No,36,High,No,Yes,2265,12.0,1.0,0,0,0,1,0.8857,24.082817,85.88247
V00100,Village_4150,Udaipur,Rajasthan,24.704755773156958,73.21649567812872,9577,4703,4874,678,3256,Udaipur_Health_Center,CHC,14,64,167,No,29.31,107.9,Poor,No,66,Medium,No,No,3210,12.0,0.5,0,0,0,0,0.3895,19.096867,82.825956
V00101,Village_3399,Jabalpur,Madhya Pradesh,23.178295597676655,80.11469943463163,11017,5306,5711,1287,2131,Jabalpur_Health_Center,District Hospital,17,63,114,Yes,12.92,46.72,Poor,No,98,Low,No,No,2060,12.0,0.2,1,0,0,0,0.228,18.983039,83.854256
V00102,Village_9700,Lucknow,Uttar Pradesh,26.90944846137217,80.78114080611083,8894,4496,4398,477,2225,Lucknow_Medical_Center,CHC,7,19,7,No,57.91,285.71,Good,No,10,High,No,Yes,2453,40.0,1.0,0,0,0,1,0.6959,22.297037,75.191296
V00103,Village_1969,Muzaffarpur,Bihar,26.169103169480902,85.09903795411546,4431,2242,2189,293,1354,Muzaffarpur_Care_Center,PHC,27,24,23,No,59.83,190.92,Average,Yes,20,High,No,Yes,4752,25.0,1.0,0,1,0,1,0.5899,25.890689,72.148275
V00104,Village_6489,Jaipur,Rajasthan,27.275617880235174,75.97641060568938,10824,5392,5432,1027,2913,Jaipur_Care_Center,District Hospital,30,36,103,No,48.72,145.77,Poor,No,49,Medium,No,No,2861,12.0,0.5,0,0,0,0,0.4617,24.467384,72.225347
V00105,Village_3875,Gaya,Bihar,24.591896050441232,85.1410442711585,21519,11066,10453,2427,6898,Gaya_Medical_Center,CHC,6,53,53,Yes,11.9,28.82,Average,Yes,89,Low,No,No,2287,25.0,0.2,1,1,0,0,0.4338,20.347067,75.76834
V00106,Village_1187,Muzaffarpur,Bihar,26.183325979527353,85.479282283828,10070,5096,4974,991,1918,Muzaffarpur_Care_Center,CHC,20,22,212,Yes,41.48,197.83,Poor,No,39,High,No,Yes,3110,12.0,1.0,1,0,0,1,0.6289,23.748402,87.05017
V00107,Village_4590,Jodhpur,Rajasthan,26.73934663162672,73.53205339987635,5876,2932,2944,480,2045,Jodhpur_Health_Center,CHC,36,62,280,No,48.32,216.32,Good,Yes,47,Medium,No,No,4721,40.0,0.5,0,1,0,0,0.3835,22.753558,77.788558
V00108,Village_9972,Nashik,Maharashtra,19.840464672459234,73.70801116908011,18063,8816,9247,1581,3756,Nashik_Medical_Center,CHC,8,28,255,Yes,6.37,22.49,Good,No,100,Low,No,No,572,40.0,0.2,1,0,0,0,0.3419,22.619231,79.308776
V00109,Village_6049,Udaipur,Rajasthan,24.544011638572144,73.67751858751514,2213,1097,1116,237,678,Udaipur_Medical_Center,PHC,3,56,181,No,42.32,153.35,Good,Yes,31,High,Yes,Yes,1209,40.0,1.0,0,1,1,1,0.5191,18.285614,78.541871
V00110,Village_7266,Jabalpur,Madhya Pradesh,23.28867500712505,80.2984451400306,16197,8337,7860,1837,3949,Jabalpur_Medical_Center,District Hospital,35,19,183,Yes,8.0,39.83,Average,Yes,100,Low,No,No,2544,25.0,0.2,1,1,0,0,0.3102,25.513395,84.098871
V00111,Village_9715,Gwalior,Madhya Pradesh,26.18530868620377,77.77339351907757,13928,7144,6784,937,3326,Gwalior_Health_Center,PHC,8,6,219,Yes,37.28,179.27,Good,Yes,36,High,No,Yes,3757,40.0,1.0,1,1,0,1,0.7035,18.605618,81.503106
V00112,Village_5009,Jaipur,Rajasthan,26.677817870827464,75.60074401296747,2949,1462,1487,195,639,Jaipur_Care_Center,PHC,33,39,124,Yes,49.13,206.08,Average,No,38,High,No,Yes,4370,25.0,1.0,1,0,0,1,0.5107,20.71588,74.292167
V00113,Village_5923,Prayagraj,Uttar Pradesh,25.121886678082088,81.98927941970462,10516,5073,5443,1224,3465,Prayagraj_Care_Center,District Hospital,28,65,29,No,58.37,281.62,Poor,No,10,High,No,Yes,2556,12.0,1.0,0,0,0,1,0.7235,24.266776,78.532147
V00114,Village_9813,Indore,Madhya Pradesh,22.58048765688649,75.86935320057825,17016,8331,8685,1119,5543,Indore_Care_Center,CHC,4,54,218,Yes,33.88,81.39,Good,No,60,Medium,Yes,No,3784,40.0,0.5,1,0,1,0,0.5341,20.972367,73.265127
V00115,Village_9775,Patna,Bihar,25.319953784276517,85.78221881833383,7741,3731,4010,591,2189,Patna_Care_Center,PHC,13,29,250,Yes,13.32,62.89,Average,Yes,96,Low,No,No,1061,25.0,0.2,1,1,0,0,0.1782,26.434438,87.393241
V00116,Village_4350,Indore,Madhya Pradesh,22.523998706322278,75.8573743447155,14496,7488,7008,1285,4520,Indore_Health_Center,CHC,35,47,162,Yes,16.43,58.14,Average,No,100,Low,No,No,2723,25.0,0.2,1,0,0,0,0.2812,25.22535,83.558617
V00117,Village_6126,Kanpur,Uttar Pradesh,26.64739500919081,80.19997373951794,15063,7257,7806,1664,4609,Kanpur_Care_Center,CHC,36,55,156,No,9.99,29.87,Average,Yes,100,Low,No,No,2865,25.0,0.2,0,1,0,0,0.2909,22.955783,87.095433
V00118,Village_9037,Bhagalpur,Bihar,25.31007093804943,87.29495612795955,16600,8079,8521,1753,3465,Bhagalpur_Medical_Center,District Hospital,32,25,282,Yes,59.43,289.53,Poor,Yes,14,High,No,Yes,152,12.0,1.0,1,1,0,1,0.815,26.506693,82.691449
V00119,Village_4791,Indore,Madhya Pradesh,22.52020428903573,76.0178535854861,3727,1894,1833,188,991,Indore_Health_Center,PHC,40,63,254,Yes,1.93,6.94,Average,Yes,100,Low,No,No,2448,25.0,0.2,1,1,0,0,0.0979,22.764759,76.395852
V00120,Village_3937,Aurangabad,Maharashtra,19.66015884085775,75.03427756213873,5006,2586,2420,434,1106,Aurangabad_Medical_Center,District Hospital,17,47,141,Yes,47.9,107.16,Average,No,49,Medium,No,No,760,25.0,0.5,1,0,0,0,0.3627,26.912097,75.613716
V00121,Village_7640,Nashik,Maharashtra,20.711244812341587,74.37278908505229,13927,6895,7032,1160,4014,Nashik_Medical_Center,PHC,6,65,227,Yes,39.05,116.91,Good,Yes,49,Medium,No,No,4743,40.0,0.5,1,1,0,0,0.5145,19.902754,85.88987
V00122,Village_1762,Jabalpur,Madhya Pradesh,23.08088804647782,79.68765279149608,3936,1997,1939,274,1071,Jabalpur_Medical_Center,PHC,12,42,13,Yes,57.73,217.13,Poor,No,10,High,No,Yes,4742,12.0,1.0,1,0,0,1,0.6115,20.693492,81.023331
V00123,Village_7288,Jabalpur,Madhya Pradesh,23.18574345108587,80.38143509326746,6085,3113,2972,597,1176,Jabalpur_Medical_Center,CHC,4,14,228,No,14.7,32.75,Poor,No,92,Low,Yes,No,3790,12.0,0.2,0,0,1,0,0.162,18.266631,76.373232
V00124,Village_6829,Indore,Madhya Pradesh,22.77250953444673,75.49141650328467,19621,10156,9465,1574,5798,Indore_Medical_Center,CHC,6,39,131,Yes,43.07,96.74,Good,No,45,Medium,No,No,972,40.0,0.5,1,0,0,0,0.6235,24.656898,77.066852
V00125,Village_6050,Nashik,Maharashtra,20.09324363381352,73.30420464525761,16073,7946,8127,1107,3255,Nashik_Care_Center,CHC,29,67,213,No,7.09,16.09,Poor,Yes,100,Low,No,No,3489,12.0,0.2,0,1,0,0,0.3081,25.773464,72.19745
V00126,Village_4977,Bhopal,Madhya Pradesh,23.09138363181479,77.44410366624183,20241,10137,10104,1983,4226,Bhopal_Health_Center,CHC,18,65,79,No,4.73,15.63,Average,No,100,Low,No,No,2120,25.0,0.2,0,0,0,0,0.379,25.044,77.777999
V00127,Village_8501,Indore,Madhya Pradesh,22.99480920199371,75.81294883307805,5005,2429,2576,252,1237,Indore_Medical_Center,CHC,22,58,176,No,26.41,118.07,Poor,Yes,74,Medium,No,No,1745,12.0,0.5,0,1,0,0,0.2877,20.885986,87.156463
V00128,Village_3910,Jabalpur,Madhya Pradesh,23.33271242670673,80.44155036339788,14549,7547,7002,1024,4337,Jabalpur_Health_Center,District Hospital,16,43,197,Yes,17.54,76.43,Average,Yes,89,Low,No,No,4606,25.0,0.2,1,1,0,0,0.3151,23.330043,80.730065
V00129,Village_4434,Aurangabad,Maharashtra,20.14899223149477,75.52844430619854,15867,8122,7745,1716,3042,Aurangabad_Health_Center,District Hospital,32,19,160,No,15.28,60.75,Poor,No,100,Low,No,No,4025,12.0,0.2,0,0,0,0,0.3046,18.665686,87.85121
V00130,Village_9755,Udaipur,Rajasthan,24.594112253589515,73.36938263926358,18100,9356,8744,2006,4545,Udaipur_Care_Center,CHC,35,12,60,Yes,46.37,184.22,Average,Yes,45,Medium,No,No,3373,25.0,0.5,1,1,0,0,0.5976,23.068983,82.320499
V00131,Village_2735,Bhagalpur,Bihar,25.13776827108764,87.05571641997189,1845,892,953,120,566,Bhagalpur_Medical_Center,District Hospital,37,30,233,No,23.07,78.19,Poor,Yes,100,Low,No,No,2520,12.0,0.2,0,1,0,0,0.0659,26.979325,79.724337
V00132,Village_2901,Bhopal,Madhya Pradesh,23.32514143379151,77.24751848869909,6142,3033,3109,454,1924,Bhopal_Medical_Center,CHC,23,62,54,No,26.85,109.82,Average,Yes,71,Medium,No,No,285,25.0,0.5,0,1,0,0,0.316,18.402147,83.372464
V00133,Village_3692,Patna,Bihar,25.541110146892233,84.82081032718249,9492,4752,4740,841,2242,Patna_Health_Center,CHC,15,53,99,Yes,12.0,47.66,Average,Yes,96,Low,No,No,136,25.0,0.2,1,1,0,0,0.208,22.046175,78.872845
V00134,Village_5560,Varanasi,Uttar Pradesh,25.194224800025076,82.83691868630301,24560,12583,11977,1335,4845,Varanasi_Medical_Center,PHC,24,43,105,No,28.0,78.04,Average,No,81,Low,No,No,2950,25.0,0.2,0,0,0,0,0.5095,23.501776,81.392075
V00135,Village_3826,Bhagalpur,Bihar,25.3456062047512,87.33249245235831,23572,11980,11592,1669,6705,Bhagalpur_Care_Center,District Hospital,9,42,65,No,15.08,35.45,Average,Yes,88,Low,No,No,3243,25.0,0.2,0,1,0,0,0.4717,21.764152,74.205877
V00136,Village_8973,Indore,Madhya Pradesh,22.88939464128442,75.55650307397664,22324,11195,11129,2552,7550,Indore_Care_Center,District Hospital,11,64,152,No,9.28,27.32,Average,Yes,100,Low,No,No,1698,25.0,0.2,0,1,0,0,0.4145,26.566578,79.753743
V00137,Village_7703,Gwalior,Madhya Pradesh,26.19232501684657,77.79066840014916,23936,11960,11976,2386,6114,Gwalior_Care_Center,PHC,37,5,117,Yes,18.23,51.49,Poor,No,100,Low,No,No,4157,12.0,0.2,1,0,0,0,0.4419,25.026662,81.050407
V00138,Village_2871,Jaipur,Rajasthan,26.97851747534284,75.75968580741811,10278,5252,5026,1106,2491,Jaipur_Care_Center,District Hospital,29,29,222,Yes,7.04,31.61,Good,No,100,Low,No,No,812,40.0,0.2,1,0,0,0,0.2094,22.047591,77.577232
V00139,Village_4882,Bhopal,Madhya Pradesh,23.285343837227888,77.58280355450268,8377,4292,4085,763,2007,Bhopal_Medical_Center,District Hospital,28,23,76,No,47.31,210.08,Good,No,31,High,No,Yes,2497,40.0,1.0,0,0,0,1,0.6241,23.371719,74.694038
V00140,Village_9428,Muzaffarpur,Bihar,26.363333065666676,85.50427990407506,23759,12179,11580,1413,7306,Muzaffarpur_Health_Center,PHC,18,18,72,No,15.73,65.03,Good,No,89,Low,No,No,3493,40.0,0.2,0,0,0,0,0.4719,19.279545,82.118432
V00141,Village_2237,Gwalior,Madhya Pradesh,26.0599711743474,78.3801003802952,22262,11393,10869,2311,5531,Gwalior_Medical_Center,CHC,24,60,254,No,20.31,40.77,Poor,Yes,100,Low,No,No,618,12.0,0.2,0,1,0,0,0.4134,23.713565,83.156624
V00142,Village_4568,Udaipur,Rajasthan,24.44460718966015,73.40709482521952,15578,7991,7587,1318,3659,Udaipur_Health_Center,CHC,36,18,294,Yes,51.29,223.88,Poor,Yes,43,High,No,No,3864,12.0,1.0,1,1,0,0,0.7106,18.896173,84.542236
V00143,Village_3588,Nashik,Maharashtra,20.346497756528596,74.21188309244425,15960,7952,8008,1906,4033,Nashik_Medical_Center,PHC,20,22,145,Yes,6.51,20.06,Good,No,100,Low,No,No,2018,40.0,0.2,1,0,0,0,0.3061,18.466085,82.009668
V00144,Village_2559,Bhopal,Madhya Pradesh,23.725887576887306,77.3464358199093,1535,749,786,85,431,Bhopal_Medical_Center,District Hospital,29,3,9,No,42.04,187.13,Average,Yes,40,High,No,No,939,25.0,1.0,0,1,0,0,0.4806,18.637455,78.129119
V00145,Village_7022,Nagpur,Maharashtra,21.383446308244515,79.27013655752776,11305,5488,5817,1177,3482,Nagpur_Care_Center,District Hospital,10,10,276,No,34.23,131.13,Good,No,56,Medium,No,No,1340,40.0,0.5,0,0,0,0,0.4489,24.501888,82.049281
V00146,Village_4559,Gwalior,Madhya Pradesh,26.023561359844738,77.72421911684951,4340,2238,2102,259,872,Gwalior_Medical_Center,CHC,23,56,166,Yes,47.67,130.78,Poor,Yes,50,Medium,No,No,2434,12.0,0.5,1,1,0,0,0.3483,22.98057,81.600126
V00147,Village_4366,Nagpur,Maharashtra,21.14693083106226,79.35849072428714,18465,9311,9154,1167,4553,Nagpur_Medical_Center,PHC,16,65,202,Yes,7.65,26.77,Poor,Yes,100,Low,No,No,1181,12.0,0.2,1,1,0,0,0.3488,26.881943,86.94279
V00148,Village_6986,Gwalior,Madhya Pradesh,26.08009150200553,78.60852028405864,19403,9843,9560,2006,6640,Gwalior_Care_Center,PHC,38,10,12,No,16.47,34.91,Good,No,100,Low,No,No,3503,40.0,0.2,0,0,0,0,0.3647,23.657136,80.016783
V00149,Village_2350,Gwalior,Madhya Pradesh,26.031880582017095,78.36241381118455,22489,11277,11212,2094,5108,Gwalior_Health_Center,PHC,33,28,84,No,32.65,103.57,Poor,Yes,78,Low,No,No,2054,12.0,0.2,0,1,0,0,0.4833,24.288083,83.679334
V00150,Village_2412,Pune,Maharashtra,18.659953724116477,73.8310984977329,15737,7626,8111,1461,2979,Pune_Medical_Center,District Hospital,12,17,11,No,42.77,175.55,Good,No,25,High,No,Yes,2223,40.0,1.0,0,0,0,1,0.7673,22.707048,84.527794
V00151,Village_3079,Kanpur,Uttar Pradesh,26.440507985702364,80.24183990919498,10306,5249,5057,600,3431,Kanpur_Health_Center,CHC,18,69,37,No,16.51,81.31,Poor,Yes,83,Low,No,No,4192,12.0,0.2,0,1,0,0,0.2609,22.09678,77.761982
V00152,Village_7024,Jodhpur,Rajasthan,26.42475214577047,72.68073418997298,6654,3261,3393,380,1846,Jodhpur_Medical_Center,PHC,15,67,6,No,3.6,16.52,Good,Yes,100,Low,No,No,1566,40.0,0.2,0,1,0,0,0.1477,21.275788,86.723625
V00153,Village_4678,Aurangabad,Maharashtra,20.007351153991337,75.45099910033889,12044,5900,6144,1374,2822,Aurangabad_Care_Center,District Hospital,24,17,262,No,40.73,87.9,Good,Yes,74,Medium,No,No,2412,40.0,0.5,0,1,0,0,0.4075,18.620338,79.441507
V00154,Village_2415,Muzaffarpur,Bihar,26.234691569577365,85.35533611619923,19623,9777,9846,1487,4504,Muzaffarpur_Health_Center,District Hospital,40,33,242,Yes,22.73,111.73,Good,Yes,100,Low,No,No,2008,40.0,0.2,1,1,0,0,0.3685,18.057401,78.560578
V00155,Village_1157,Kota,Rajasthan,24.942492776502863,75.94468607121303,12477,5989,6488,1197,4046,Kota_Medical_Center,CHC,7,28,276,No,59.0,192.31,Good,Yes,13,High,No,Yes,4357,40.0,1.0,0,1,0,1,0.7479,18.83724,86.74039
V00156,Village_8511,Jabalpur,Madhya Pradesh,23.181820876286796,80.34548514581417,4282,2154,2128,365,1234,Jabalpur_Health_Center,PHC,38,9,227,No,40.08,95.88,Average,No,85,Low,No,No,2772,25.0,0.2,0,0,0,0,0.1524,26.334378,78.287243
V00157,Village_5455,Bhagalpur,Bihar,25.175295758524765,86.87111359892924,9154,4421,4733,587,2861,Bhagalpur_Medical_Center,PHC,10,15,89,Yes,27.52,80.97,Good,No,66,Medium,No,No,1082,40.0,0.5,1,0,0,0,0.3823,22.067254,79.413546
V00158,Village_5984,Pune,Maharashtra,19.0703732827993,74.09020328768392,24591,12489,12102,1298,7920,Pune_Health_Center,PHC,6,33,187,Yes,24.38,52.34,Average,No,77,Low,No,No,3804,25.0,0.2,1,0,0,0,0.5221,18.279739,78.470276
V00159,Village_2551,Jodhpur,Rajasthan,27.126632830242833,72.73848950536325,16640,8055,8585,1756,3338,Jodhpur_Care_Center,PHC,9,27,210,No,22.96,89.33,Poor,Yes,74,Medium,No,No,628,12.0,0.5,0,1,0,0,0.4857,26.256857,73.199795
V00160,Village_3110,Prayagraj,Uttar Pradesh,25.206503189264847,82.1016986541187,4513,2329,2184,487,1066,Prayagraj_Care_Center,CHC,4,23,298,No,26.56,110.84,Average,Yes,64,Medium,Yes,No,1858,25.0,0.5,0,1,1,0,0.3093,24.148916,74.764915
V00161,Village_5585,Kanpur,Uttar Pradesh,25.952813686119836,80.19219557401331,16114,8304,7810,844,4596,Kanpur_Care_Center,District Hospital,19,65,215,No,53.08,182.44,Good,No,31,High,No,Yes,4407,40.0,1.0,0,0,0,1,0.7558,19.235124,75.191325
V00162,Village_7266,Lucknow,Uttar Pradesh,26.667729115459665,80.83878915894915,24875,12297,12578,2191,6527,Lucknow_Medical_Center,District Hospital,21,51,143,No,11.61,34.33,Good,Yes,100,Low,No,No,4437,40.0,0.2,0,1,0,0,0.4579,18.527321,87.864501
V00163,Village_3615,Gaya,Bihar,24.8834928324223,85.14761838149802,4781,2342,2439,319,1294,Gaya_Medical_Center,PHC,15,51,186,Yes,56.18,279.47,Good,Yes,10,High,No,Yes,3039,40.0,1.0,1,1,0,1,0.6258,23.332676,84.899364
V00164,Village_6761,Jaipur,Rajasthan,27.229623893564863,76.01714968195736,20100,10101,9999,1797,4261,Jaipur_Health_Center,District Hospital,20,24,256,Yes,3.24,7.03,Poor,Yes,100,Low,No,No,1750,12.0,0.2,1,1,0,0,0.3766,22.738037,72.010936
V00165,Village_3907,Kanpur,Uttar Pradesh,26.39801543547716,80.21500752597491,12103,5838,6265,730,3628,Kanpur_Care_Center,PHC,34,48,42,No,23.04,111.19,Average,Yes,85,Low,No,No,1390,25.0,0.2,0,1,0,0,0.2855,20.715886,74.183227
V00166,Village_6198,Gwalior,Madhya Pradesh,26.094866834789833,78.1075197661126,7208,3663,3545,643,2387,Gwalior_Medical_Center,CHC,15,24,198,Yes,19.1,77.65,Good,Yes,86,Low,No,No,3307,40.0,0.2,1,1,0,0,0.1992,26.539093,87.179171
V00167,Village_3983,Jaipur,Rajasthan,26.705161329209368,75.14056920492385,21239,10465,10774,2264,6030,Jaipur_Medical_Center,District Hospital,7,65,77,Yes,20.54,45.87,Average,No,78,Low,No,No,2850,25.0,0.2,1,0,0,0,0.462,23.725681,87.409274
V00168,Village_5345,Bhopal,Madhya Pradesh,23.24882848698137,77.43448363822702,8370,4101,4269,458,1871,Bhopal_Care_Center,District Hospital,1,8,202,No,26.85,87.5,Good,No,62,Medium,Yes,No,3174,40.0,0.5,0,0,1,0,0.3809,25.935936,77.619699
V00169,Village_4695,Aurangabad,Maharashtra,20.217139606735216,75.27980278923933,6829,3401,3428,723,1268,Aurangabad_Care_Center,CHC,17,15,42,Yes,21.17,98.73,Good,Yes,73,Medium,No,No,4054,40.0,0.5,1,1,0,0,0.3217,21.041555,87.764418
V00170,Village_3703,Aurangabad,Maharashtra,20.474798641995093,75.16697478988901,21400,11033,10367,1305,4220,Aurangabad_Care_Center,PHC,27,35,149,Yes,18.55,42.44,Average,No,100,Low,No,No,817,25.0,0.2,1,0,0,0,0.3987,18.490544,72.061049
V00171,Village_4271,Bhagalpur,Bihar,25.15501848400802,87.2495582862902,4678,2250,2428,289,1074,Bhagalpur_Care_Center,CHC,8,41,208,No,28.79,134.87,Average,Yes,55,Medium,No,No,3126,25.0,0.5,0,1,0,0,0.3391,19.663931,86.167883
V00172,Village_1731,Prayagraj,Uttar Pradesh,25.093256417819987,81.8007657248351,10127,5039,5088,693,3263,Prayagraj_Medical_Center,PHC,10,14,48,Yes,40.42,178.84,Average,Yes,27,High,No,Yes,3529,25.0,1.0,1,1,0,1,0.6658,25.567174,85.094483
V00173,Village_4860,Udaipur,Rajasthan,24.553309420741602,73.98601528110319,17106,8415,8691,1328,5562,Udaipur_Care_Center,District Hospital,37,68,297,Yes,40.97,158.18,Good,No,71,Medium,No,No,1835,40.0,0.5,1,0,0,0,0.5026,26.541553,74.674637
V00174,Village_1699,Varanasi,Uttar Pradesh,25.268845434729357,82.82680887688055,15373,7427,7946,1503,3294,Varanasi_Medical_Center,PHC,39,35,168,No,54.74,259.61,Good,Yes,27,High,No,Yes,2362,40.0,1.0,0,1,0,1,0.7551,23.007278,80.832867
V00175,Village_1202,Udaipur,Rajasthan,24.488790616724533,73.06762301569633,24451,12345,12106,2116,6145,Udaipur_Health_Center,PHC,10,14,59,No,34.2,78.76,Average,No,59,Medium,No,No,4786,25.0,0.5,0,0,0,0,0.6637,20.37723,82.476603
V00176,Village_1613,Udaipur,Rajasthan,24.363802053755627,73.65522210418483,7142,3506,3636,429,2024,Udaipur_Medical_Center,CHC,3,52,174,No,41.74,89.65,Average,No,47,Medium,Yes,No,2582,25.0,0.5,0,0,1,0,0.405,18.182096,85.078175
V00177,Village_9054,Muzaffarpur,Bihar,26.329691041032948,85.68742750180324,24312,12335,11977,2870,5318,Muzaffarpur_Health_Center,District Hospital,29,43,142,No,44.0,167.86,Good,Yes,50,Medium,No,No,4068,40.0,0.5,0,1,0,0,0.6883,19.902515,85.183511
V00178,Village_1920,Kota,Rajasthan,24.82219393579418,75.97813069486729,18384,9406,8978,1003,5526,Kota_Health_Center,PHC,34,5,93,Yes,12.37,55.65,Good,Yes,100,Low,No,No,1731,40.0,0.2,1,1,0,0,0.3474,22.108038,86.688497
V00179,Village_8605,Muzaffarpur,Bihar,26.25653208020028,84.89338427443177,18051,8951,9100,2068,5339,Muzaffarpur_Care_Center,CHC,32,59,95,No,57.67,197.45,Poor,No,29,High,No,Yes,840,12.0,1.0,0,0,0,1,0.7947,19.471623,86.311871
V00180,Village_7333,Patna,Bihar,25.49804930797609,85.07973397425164,3126,1520,1606,281,1075,Patna_Care_Center,District Hospital,15,28,142,No,39.44,139.61,Poor,Yes,47,Medium,No,No,169,12.0,0.5,0,1,0,0,0.3367,26.203639,82.357945
V00181,Village_6004,Kanpur,Uttar Pradesh,26.683729842561792,80.17105368663516,24855,12891,11964,2361,6264,Kanpur_Health_Center,CHC,30,34,116,Yes,28.54,115.06,Poor,No,78,Low,No,No,3165,12.0,0.2,1,0,0,0,0.5235,18.066128,87.99087
V00182,Village_5890,Kota,Rajasthan,24.960110456596325,76.14037958086433,23926,11587,12339,1303,8326,Kota_Medical_Center,CHC,18,35,157,No,12.11,43.01,Good,Yes,100,Low,No,No,308,40.0,0.2,0,1,0,0,0.4417,23.944773,82.892092
V00183,Village_5250,Jabalpur,Madhya Pradesh,23.20063157284164,79.77674141318242,15215,7549,7666,1545,4246,Jabalpur_Medical_Center,PHC,22,30,278,No,38.66,132.5,Poor,No,64,Medium,No,No,4673,12.0,0.5,0,0,0,0,0.4915,25.608773,85.450219
V00184,Village_2599,Kanpur,Uttar Pradesh,26.37034191340518,80.50217895132046,16926,8211,8715,1152,5372,Kanpur_Care_Center,District Hospital,22,13,118,No,21.96,92.95,Average,No,82,Low,No,No,3899,25.0,0.2,0,0,0,0,0.3766,21.345142,81.369131
V00185,Village_1879,Aurangabad,Maharashtra,19.742266487824832,74.87805112584087,22287,11218,11069,2587,4281,Aurangabad_Care_Center,District Hospital,8,50,276,Yes,18.6,40.22,Good,Yes,93,Low,No,No,3848,40.0,0.2,1,1,0,0,0.4348,21.084029,87.795066
V00186,Village_3954,Kanpur,Uttar Pradesh,26.752438140131183,79.97863561233277,4148,2071,2077,390,871,Kanpur_Medical_Center,PHC,1,59,145,No,13.35,57.68,Poor,Yes,80,Low,Yes,No,1160,12.0,0.2,0,1,1,0,0.1651,25.066898,84.476039
V00187,Village_8035,Udaipur,Rajasthan,24.139613140946427,73.36040024447693,14718,7317,7401,1227,2660,Udaipur_Medical_Center,PHC,24,3,169,Yes,45.65,164.03,Good,Yes,45,Medium,No,No,2656,40.0,0.5,1,1,0,0,0.54,20.036391,86.031762
V00188,Village_7284,Lucknow,Uttar Pradesh,26.755287275214172,80.8252247458172,17993,9060,8933,1110,5758,Lucknow_Health_Center,CHC,30,68,273,No,20.93,97.62,Good,No,98,Low,No,No,3404,40.0,0.2,0,0,0,0,0.3467,21.233258,75.014817
V00189,Village_4675,Pune,Maharashtra,18.18375980488524,73.78814084521376,5799,2832,2967,298,1541,Pune_Care_Center,CHC,3,50,135,Yes,46.5,179.93,Poor,Yes,18,High,Yes,Yes,1048,12.0,1.0,1,1,1,1,0.6192,23.882109,72.315868
V00190,Village_7230,Gwalior,Madhya Pradesh,25.93491267348219,77.71788783112748,5549,2784,2765,461,1143,Gwalior_Medical_Center,District Hospital,1,40,220,No,40.04,159.66,Average,Yes,32,High,Yes,Yes,1064,25.0,1.0,0,1,1,1,0.5729,25.475874,73.678628
V00191,Village_2741,Patna,Bihar,25.334355142162536,85.68494033518103,17809,8689,9120,1139,4001,Patna_Medical_Center,PHC,23,54,156,No,10.46,38.12,Good,No,100,Low,No,No,829,40.0,0.2,0,0,0,0,0.3376,20.110547,72.20399
V00192,Village_3443,Aurangabad,Maharashtra,20.37568213056125,75.52275759143073,4451,2275,2176,245,1348,Aurangabad_Health_Center,District Hospital,15,60,156,No,16.58,35.65,Good,Yes,97,Low,No,No,3589,40.0,0.2,0,1,0,0,0.1192,21.241932,82.828265
V00193,Village_1751,Nashik,Maharashtra,19.994763656093756,73.53417561528069,1816,933,883,175,379,Nashik_Health_Center,CHC,40,36,52,No,22.98,69.59,Good,No,100,Low,No,No,3259,40.0,0.2,0,0,0,0,0.0654,26.660789,76.349329
V00194,Village_3732,Gwalior,Madhya Pradesh,26.110000526899967,78.34050554093501,5204,2525,2679,524,1805,Gwalior_Care_Center,PHC,27,63,296,Yes,41.03,104.37,Average,No,74,Medium,No,No,1170,25.0,0.5,1,0,0,0,0.291,25.763182,86.079204
V00195,Village_2850,Gwalior,Madhya Pradesh,26.269210242024407,78.04506263679319,14976,7452,7524,815,4363,Gwalior_Care_Center,District Hospital,34,30,178,No,31.63,128.57,Poor,Yes,79,Low,No,No,2932,12.0,0.2,0,1,0,0,0.3524,23.955419,75.977232
